converted_alias
ENSG00000160746
ENSG00000177119
ENSG00000074855
ENSG00000140350
ENSG00000136938
ENSG00000248546
ENSG00000143401
ENSG00000122359
ENSG00000196975
ENSG00000197043
ENSG00000138279
ENSG00000143412
ENSG00000138660
ENSG00000100280
ENSG00000166747
ENSG00000072958
ENSG00000106367
ENSG00000196961
ENSG00000183020
ENSG00000006125
ENSG00000161203
ENSG00000042753
ENSG00000132842
ENSG00000065000
ENSG00000185009
ENSG00000177879
ENSG00000157823
ENSG00000134262
ENSG00000081014
ENSG00000221838
ENSG00000100478
ENSG00000053770
ENSG00000242802
ENSG00000011132
ENSG00000115266
ENSG00000164062
ENSG00000100823
ENSG00000169188
ENSG00000117362
ENSG00000166181
ENSG00000149089
ENSG00000084234
ENSG00000100342
ENSG00000128335
ENSG00000155008
ENSG00000142192
ENSG00000062725
ENSG00000157500
ENSG00000136044
ENSG00000198931
ENSG00000137074
ENSG00000021776
ENSG00000078061
ENSG00000095139
ENSG00000143761
ENSG00000168374
ENSG00000004059
ENSG00000165527
ENSG00000101199
ENSG00000149182
ENSG00000242247
ENSG00000066777
ENSG00000124198
ENSG00000164144
ENSG00000132254
ENSG00000101246
ENSG00000134884
ENSG00000175220
ENSG00000165322
ENSG00000140750
ENSG00000107863
ENSG00000031081
ENSG00000160007
ENSG00000165895
ENSG00000100852
ENSG00000141522
ENSG00000074964
ENSG00000132694
ENSG00000196914
ENSG00000165801
ENSG00000102606
ENSG00000117713
ENSG00000049618
ENSG00000189079
ENSG00000032219
ENSG00000054267
ENSG00000166233
ENSG00000177479
ENSG00000221883
ENSG00000120805
ENSG00000169379
ENSG00000152219
ENSG00000214087
ENSG00000102931
ENSG00000138175
ENSG00000162980
ENSG00000165997
ENSG00000182196
ENSG00000143862
ENSG00000134108
ENSG00000104442
ENSG00000170632
ENSG00000140691
ENSG00000105676
ENSG00000125449
ENSG00000114098
ENSG00000102401
ENSG00000125962
ENSG00000143437
ENSG00000241685
ENSG00000163466
ENSG00000111229
ENSG00000241553
ENSG00000250151
ENSG00000136950
ENSG00000197070
ENSG00000140450
ENSG00000100299
ENSG00000113273
ENSG00000141337
ENSG00000164291
ENSG00000173409
ENSG00000099889
ENSG00000104763
ENSG00000153317
ENSG00000065802
ENSG00000196372
ENSG00000115239
ENSG00000148331
ENSG00000183475
ENSG00000177981
ENSG00000138303
ENSG00000100325
ENSG00000112249
ENSG00000111875
ENSG00000116539
ENSG00000129691
ENSG00000138381
ENSG00000169696
ENSG00000034533
ENSG00000171456
ENSG00000138138
ENSG00000119778
ENSG00000197785
ENSG00000160072
ENSG00000107669
ENSG00000123268
ENSG00000115966
ENSG00000128272
ENSG00000118217
ENSG00000213676
ENSG00000170653
ENSG00000171681
ENSG00000152348
ENSG00000145782
ENSG00000175224
ENSG00000085978
ENSG00000110046
ENSG00000066739
ENSG00000144848
ENSG00000101844
ENSG00000168397
ENSG00000125703
ENSG00000130734
ENSG00000057663
ENSG00000197548
ENSG00000198925
ENSG00000138363
ENSG00000119787
ENSG00000184743
ENSG00000166454
ENSG00000177556
ENSG00000145246
ENSG00000068650
ENSG00000058063
ENSG00000101974
ENSG00000105726
ENSG00000159363
ENSG00000133657
ENSG00000017260
ENSG00000159199
ENSG00000154723
ENSG00000071553
ENSG00000182220
ENSG00000033627
ENSG00000185344
ENSG00000117410
ENSG00000185883
ENSG00000159720
ENSG00000113732
ENSG00000155097
ENSG00000100554
ENSG00000131100
ENSG00000128524
ENSG00000136888
ENSG00000047249
ENSG00000166377
ENSG00000123472
ENSG00000171953
ENSG00000175054
ENSG00000138085
ENSG00000164053
ENSG00000088812
ENSG00000085224
ENSG00000124788
ENSG00000130638
ENSG00000224470
ENSG00000204842
ENSG00000168488
ENSG00000066427
ENSG00000163635
ENSG00000146776
ENSG00000087152
ENSG00000253719
ENSG00000148090
ENSG00000115307
ENSG00000175756
ENSG00000158321
ENSG00000169857
ENSG00000105778
ENSG00000103126
ENSG00000163512
ENSG00000155096
ENSG00000162885
ENSG00000176022
ENSG00000112309
ENSG00000158850
ENSG00000121578
ENSG00000158470
ENSG00000027847
ENSG00000105393
ENSG00000269307
ENSG00000186318
ENSG00000002330
ENSG00000107262
ENSG00000156735
ENSG00000204463
ENSG00000266074
ENSG00000140320
ENSG00000030110
ENSG00000175334
ENSG00000172530
ENSG00000163930
ENSG00000168062
ENSG00000198604
ENSG00000009954
ENSG00000076108
ENSG00000123636
ENSG00000226266
ENSG00000174483
ENSG00000179941
ENSG00000125124
ENSG00000140463
ENSG00000122507
ENSG00000075790
ENSG00000185825
ENSG00000116752
ENSG00000141376
ENSG00000105552
ENSG00000107949
ENSG00000186666
ENSG00000248098
ENSG00000083123
ENSG00000103507
ENSG00000171552
ENSG00000099968
ENSG00000258643
ENSG00000106635
ENSG00000116128
ENSG00000029363
ENSG00000183337
ENSG00000074582
ENSG00000164039
ENSG00000145734
ENSG00000126581
ENSG00000178409
ENSG00000177951
ENSG00000103429
ENSG00000185963
ENSG00000147439
ENSG00000110330
ENSG00000115760
ENSG00000134897
ENSG00000270181
ENSG00000108578
ENSG00000135441
ENSG00000196072
ENSG00000189114
ENSG00000186222
ENSG00000188428
ENSG00000104164
ENSG00000090013
ENSG00000117475
ENSG00000168283
ENSG00000138756
ENSG00000165733
ENSG00000113734
ENSG00000140299
ENSG00000145919
ENSG00000178096
ENSG00000163170
ENSG00000172331
ENSG00000137274
ENSG00000162813
ENSG00000171634
ENSG00000157764
ENSG00000106009
ENSG00000185515
ENSG00000100425
ENSG00000204256
ENSG00000169925
ENSG00000141867
ENSG00000166164
ENSG00000112983
ENSG00000028310
ENSG00000185024
ENSG00000104221
ENSG00000182685
ENSG00000113460
ENSG00000254999
ENSG00000174744
ENSG00000100916
ENSG00000162819
ENSG00000156983
ENSG00000096070
ENSG00000185658
ENSG00000168000
ENSG00000160058
ENSG00000172270
ENSG00000095564
ENSG00000064726
ENSG00000148925
ENSG00000133243
ENSG00000184887
ENSG00000011114
ENSG00000169814
ENSG00000145741
ENSG00000134717
ENSG00000166167
ENSG00000154473
ENSG00000137656
ENSG00000106245
ENSG00000112578
ENSG00000082153
ENSG00000119965
ENSG00000137720
ENSG00000171067
ENSG00000162194
ENSG00000150776
ENSG00000110696
ENSG00000133641
ENSG00000047621
ENSG00000157895
ENSG00000123395
ENSG00000139405
ENSG00000111678
ENSG00000204954
ENSG00000133935
ENSG00000179933
ENSG00000087302
ENSG00000156411
ENSG00000179476
ENSG00000100802
ENSG00000250021
ENSG00000169609
ENSG00000189227
ENSG00000155330
ENSG00000258315
ENSG00000186665
ENSG00000108666
ENSG00000141428
ENSG00000152242
ENSG00000177576
ENSG00000131943
ENSG00000119559
ENSG00000104979
ENSG00000188493
ENSG00000197223
ENSG00000106392
ENSG00000108561
ENSG00000116922
ENSG00000197982
ENSG00000143633
ENSG00000198912
ENSG00000116667
ENSG00000143793
ENSG00000143612
ENSG00000164008
ENSG00000283580
ENSG00000162642
ENSG00000242259
ENSG00000172375
ENSG00000168014
ENSG00000111731
ENSG00000135974
ENSG00000168887
ENSG00000178074
ENSG00000237651
ENSG00000186132
ENSG00000174928
ENSG00000179021
ENSG00000164096
ENSG00000151470
ENSG00000113583
ENSG00000082213
ENSG00000181904
ENSG00000186577
ENSG00000196821
ENSG00000185127
ENSG00000204564
ENSG00000221821
ENSG00000204439
ENSG00000112308
ENSG00000198663
ENSG00000136197
ENSG00000146540
ENSG00000182307
ENSG00000189376
ENSG00000213563
ENSG00000165118
ENSG00000147894
ENSG00000136819
ENSG00000155621
ENSG00000165233
ENSG00000135932
ENSG00000099991
ENSG00000105298
ENSG00000151893
ENSG00000116161
ENSG00000084774
ENSG00000136436
ENSG00000143933
ENSG00000160014
ENSG00000198668
ENSG00000179218
ENSG00000128595
ENSG00000134072
ENSG00000145349
ENSG00000110931
ENSG00000143919
ENSG00000130559
ENSG00000171735
ENSG00000108509
ENSG00000111530
ENSG00000171302
ENSG00000127022
ENSG00000014216
ENSG00000142330
ENSG00000131375
ENSG00000126247
ENSG00000135387
ENSG00000110888
ENSG00000198898
ENSG00000077549
ENSG00000142453
ENSG00000110619
ENSG00000134905
ENSG00000108349
ENSG00000166734
ENSG00000127995
ENSG00000147044
ENSG00000164305
ENSG00000138794
ENSG00000165806
ENSG00000132906
ENSG00000153113
ENSG00000121691
ENSG00000067955
ENSG00000105879
ENSG00000145439
ENSG00000147996
ENSG00000122565
ENSG00000094916
ENSG00000100211
ENSG00000132024
ENSG00000154222
ENSG00000060339
ENSG00000171097
ENSG00000173581
ENSG00000159884
ENSG00000159873
ENSG00000160799
ENSG00000007080
ENSG00000164366
ENSG00000185298
ENSG00000175455
ENSG00000135637
ENSG00000181982
ENSG00000198865
ENSG00000154781
ENSG00000101997
ENSG00000147419
ENSG00000024862
ENSG00000180329
ENSG00000108588
ENSG00000152492
ENSG00000164051
ENSG00000133773
ENSG00000108091
ENSG00000104983
ENSG00000180376
ENSG00000177352
ENSG00000149231
ENSG00000205476
ENSG00000110104
ENSG00000105321
ENSG00000137500
ENSG00000123106
ENSG00000119242
ENSG00000125633
ENSG00000142039
ENSG00000136280
ENSG00000100814
ENSG00000112237
ENSG00000166946
ENSG00000113328
ENSG00000134480
ENSG00000107443
ENSG00000090061
ENSG00000163660
ENSG00000221978
ENSG00000129315
ENSG00000082258
ENSG00000108100
ENSG00000260916
ENSG00000173992
ENSG00000166226
ENSG00000163468
ENSG00000115484
ENSG00000150753
ENSG00000146731
ENSG00000135624
ENSG00000156261
ENSG00000122674
ENSG00000122674
ENSG00000146574
ENSG00000135535
ENSG00000198087
ENSG00000169217
ENSG00000167775
ENSG00000117335
ENSG00000116815
ENSG00000135404
ENSG00000110651
ENSG00000085117
ENSG00000102181
ENSG00000140326
ENSG00000151465
ENSG00000081377
ENSG00000130177
ENSG00000094880
ENSG00000004897
ENSG00000099804
ENSG00000105401
ENSG00000106993
ENSG00000168438
ENSG00000070831
ENSG00000289694
ENSG00000198752
ENSG00000096401
ENSG00000134371
ENSG00000089486
ENSG00000103502
ENSG00000185324
ENSG00000008128
ENSG00000248333
ENSG00000167258
ENSG00000065883
ENSG00000058091
ENSG00000102225
ENSG00000059758
ENSG00000111328
ENSG00000167797
ENSG00000135446
ENSG00000101391
ENSG00000136861
ENSG00000108465
ENSG00000134058
ENSG00000132964
ENSG00000136807
ENSG00000145996
ENSG00000111276
ENSG00000168564
ENSG00000237190
ENSG00000101290
ENSG00000091527
ENSG00000153046
ENSG00000186567
ENSG00000153879
ENSG00000115816
ENSG00000149187
ENSG00000125817
ENSG00000166451
ENSG00000102901
ENSG00000116198
ENSG00000168944
ENSG00000110274
ENSG00000143702
ENSG00000101639
ENSG00000126001
ENSG00000135837
ENSG00000164118
ENSG00000166037
ENSG00000183137
ENSG00000182923
ENSG00000011523
ENSG00000121289
ENSG00000258890
ENSG00000134255
ENSG00000100422
ENSG00000143418
ENSG00000172292
ENSG00000172831
ENSG00000153774
ENSG00000172757
ENSG00000003402
ENSG00000163320
ENSG00000100532
ENSG00000198824
ENSG00000172586
ENSG00000106153
ENSG00000106554
ENSG00000163528
ENSG00000125611
ENSG00000170791
ENSG00000153922
ENSG00000131778
ENSG00000173575
ENSG00000111642
ENSG00000124177
ENSG00000171316
ENSG00000100888
ENSG00000177200
ENSG00000085872
ENSG00000072609
ENSG00000177830
ENSG00000100288
ENSG00000188419
ENSG00000131165
ENSG00000130724
ENSG00000083937
ENSG00000115561
ENSG00000254505
ENSG00000101421
ENSG00000086065
ENSG00000176108
ENSG00000147457
ENSG00000187446
ENSG00000111666
ENSG00000104472
ENSG00000136213
ENSG00000147119
ENSG00000168802
ENSG00000286140
ENSG00000160679
ENSG00000213341
ENSG00000258289
ENSG00000125954
ENSG00000257365
ENSG00000144021
ENSG00000005194
ENSG00000185043
ENSG00000079432
ENSG00000100865
ENSG00000138433
ENSG00000099622
ENSG00000122873
ENSG00000145354
ENSG00000277972
ENSG00000148337
ENSG00000136026
ENSG00000175216
ENSG00000074054
ENSG00000104859
ENSG00000121940
ENSG00000109572
ENSG00000011021
ENSG00000103249
ENSG00000038532
ENSG00000113282
ENSG00000013441
ENSG00000176444
ENSG00000179335
ENSG00000113240
ENSG00000188603
ENSG00000261832
ENSG00000128973
ENSG00000182372
ENSG00000074201
ENSG00000134852
ENSG00000172409
ENSG00000125656
ENSG00000104853
ENSG00000049656
ENSG00000166855
ENSG00000122705
ENSG00000175416
ENSG00000141367
ENSG00000132361
ENSG00000125246
ENSG00000111726
ENSG00000187118
ENSG00000103121
ENSG00000182712
ENSG00000162368
ENSG00000169714
ENSG00000133313
ENSG00000205423
ENSG00000100528
ENSG00000143771
ENSG00000148842
ENSG00000168763
ENSG00000125107
ENSG00000182973
ENSG00000158435
ENSG00000111596
ENSG00000088038
ENSG00000080802
ENSG00000113300
ENSG00000198791
ENSG00000155508
ENSG00000257727
ENSG00000162852
ENSG00000106603
ENSG00000183978
ENSG00000181924
ENSG00000183513
ENSG00000168275
ENSG00000068120
ENSG00000166685
ENSG00000135775
ENSG00000136152
ENSG00000103051
ENSG00000164597
ENSG00000133103
ENSG00000168434
ENSG00000213380
ENSG00000113163
ENSG00000173163
ENSG00000145781
ENSG00000114744
ENSG00000148444
ENSG00000269897
ENSG00000140365
ENSG00000170619
ENSG00000188243
ENSG00000149600
ENSG00000110442
ENSG00000093010
ENSG00000122218
ENSG00000129083
ENSG00000184432
ENSG00000105669
ENSG00000181789
ENSG00000158623
ENSG00000172301
ENSG00000166200
ENSG00000141030
ENSG00000138663
ENSG00000121022
ENSG00000168090
ENSG00000111652
ENSG00000144524
ENSG00000198612
ENSG00000111481
ENSG00000115520
ENSG00000173085
ENSG00000167113
ENSG00000110871
ENSG00000119723
ENSG00000172725
ENSG00000110880
ENSG00000103426
ENSG00000166260
ENSG00000178449
ENSG00000014919
ENSG00000133983
ENSG00000138495
ENSG00000163626
ENSG00000240230
ENSG00000203667
ENSG00000131143
ENSG00000135940
ENSG00000126267
ENSG00000164919
ENSG00000112695
ENSG00000115944
ENSG00000127184
ENSG00000176340
ENSG00000108582
ENSG00000214078
ENSG00000140848
ENSG00000085719
ENSG00000139117
ENSG00000080819
ENSG00000071894
ENSG00000165934
ENSG00000119203
ENSG00000127054
ENSG00000160917
ENSG00000111605
ENSG00000149532
ENSG00000110090
ENSG00000169372
ENSG00000095321
ENSG00000113851
ENSG00000241258
ENSG00000118260
ENSG00000107175
ENSG00000143578
ENSG00000005339
ENSG00000111269
ENSG00000137504
ENSG00000143162
ENSG00000163703
ENSG00000184164
ENSG00000119878
ENSG00000167193
ENSG00000099942
ENSG00000088766
ENSG00000101343
ENSG00000105662
ENSG00000160741
ENSG00000140577
ENSG00000008405
ENSG00000121671
ENSG00000080200
ENSG00000205758
ENSG00000062485
ENSG00000009307
ENSG00000124207
ENSG00000169826
ENSG00000113712
ENSG00000180138
ENSG00000141551
ENSG00000133275
ENSG00000151292
ENSG00000101266
ENSG00000254598
ENSG00000204435
ENSG00000263020
ENSG00000104218
ENSG00000144655
ENSG00000110925
ENSG00000232838
ENSG00000101439
ENSG00000160213
ENSG00000101138
ENSG00000177613
ENSG00000176102
ENSG00000159692
ENSG00000117151
ENSG00000178971
ENSG00000102974
ENSG00000175826
ENSG00000060069
ENSG00000175215
ENSG00000137770
ENSG00000134030
ENSG00000044115
ENSG00000168036
ENSG00000178585
ENSG00000132792
ENSG00000198561
ENSG00000040531
ENSG00000171793
ENSG00000047230
ENSG00000198730
ENSG00000064601
ENSG00000164733
ENSG00000117984
ENSG00000174080
ENSG00000256043
ENSG00000101160
ENSG00000085733
ENSG00000174177
ENSG00000180891
ENSG00000107874
ENSG00000055130
ENSG00000108094
ENSG00000036257
ENSG00000139842
ENSG00000158290
ENSG00000166266
ENSG00000044090
ENSG00000112659
ENSG00000112514
ENSG00000119929
ENSG00000257923
ENSG00000150316
ENSG00000163510
ENSG00000273559
ENSG00000153015
ENSG00000095485
ENSG00000152404
ENSG00000154832
ENSG00000171604
ENSG00000114395
ENSG00000103018
ENSG00000182224
ENSG00000167740
ENSG00000100243
ENSG00000179091
ENSG00000273749
ENSG00000119004
ENSG00000186104
ENSG00000155016
ENSG00000145476
ENSG00000001630
ENSG00000105443
ENSG00000180902
ENSG00000100592
ENSG00000129562
ENSG00000173402
ENSG00000164535
ENSG00000178149
ENSG00000132676
ENSG00000117593
ENSG00000204209
ENSG00000071626
ENSG00000136279
ENSG00000138231
ENSG00000137992
ENSG00000122741
ENSG00000100897
ENSG00000198876
ENSG00000164934
ENSG00000115827
ENSG00000119599
ENSG00000139990
ENSG00000136485
ENSG00000132716
ENSG00000172992
ENSG00000164465
ENSG00000198924
ENSG00000272886
ENSG00000110063
ENSG00000129187
ENSG00000204843
ENSG00000175203
ENSG00000137100
ENSG00000132912
ENSG00000166847
ENSG00000104671
ENSG00000179958
ENSG00000188215
ENSG00000109184
ENSG00000137692
ENSG00000130311
ENSG00000167986
ENSG00000134574
ENSG00000244038
ENSG00000198171
ENSG00000099977
ENSG00000099974
ENSG00000099977
ENSG00000079785
ENSG00000178105
ENSG00000100201
ENSG00000088205
ENSG00000168872
ENSG00000157349
ENSG00000260537
ENSG00000165732
ENSG00000174243
ENSG00000089737
ENSG00000124228
ENSG00000198563
ENSG00000215301
ENSG00000183258
ENSG00000198231
ENSG00000145833
ENSG00000213782
ENSG00000105671
ENSG00000108654
ENSG00000107625
ENSG00000185163
ENSG00000278053
ENSG00000123064
ENSG00000111364
ENSG00000136271
ENSG00000118197
ENSG00000110367
ENSG00000177030
ENSG00000104325
ENSG00000158796
ENSG00000140995
ENSG00000143753
ENSG00000124795
ENSG00000119522
ENSG00000213047
ENSG00000174485
ENSG00000198837
ENSG00000137145
ENSG00000170456
ENSG00000174839
ENSG00000139726
ENSG00000100150
ENSG00000023697
ENSG00000136986
ENSG00000072849
ENSG00000100418
ENSG00000140543
ENSG00000173867
ENSG00000182108
ENSG00000160049
ENSG00000185000
ENSG00000070413
ENSG00000128185
ENSG00000128191
ENSG00000153933
ENSG00000145214
ENSG00000095059
ENSG00000278535
ENSG00000102796
ENSG00000157326
ENSG00000187630
ENSG00000109016
ENSG00000181192
ENSG00000109606
ENSG00000204560
ENSG00000067248
ENSG00000132153
ENSG00000089876
ENSG00000005100
ENSG00000101452
ENSG00000174953
ENSG00000140829
ENSG00000108406
ENSG00000163214
ENSG00000108771
ENSG00000067596
ENSG00000135829
ENSG00000184047
ENSG00000147202
ENSG00000100697
ENSG00000101191
ENSG00000086189
ENSG00000160305
ENSG00000066084
ENSG00000083520
ENSG00000166938
ENSG00000144535
ENSG00000150764
ENSG00000130826
ENSG00000150768
ENSG00000091140
ENSG00000075711
ENSG00000080845
ENSG00000119689
ENSG00000178028
ENSG00000135164
ENSG00000172869
ENSG00000165506
ENSG00000086061
ENSG00000069345
ENSG00000103423
ENSG00000090520
ENSG00000148719
ENSG00000164031
ENSG00000135924
ENSG00000128590
ENSG00000136770
ENSG00000077232
ENSG00000007923
ENSG00000138246
ENSG00000135392
ENSG00000120675
ENSG00000116138
ENSG00000104129
ENSG00000205981
ENSG00000105821
ENSG00000168724
ENSG00000170946
ENSG00000059769
ENSG00000102580
ENSG00000110011
ENSG00000101152
ENSG00000168259
ENSG00000126698
ENSG00000213551
ENSG00000105612
ENSG00000256453
ENSG00000213221
ENSG00000087470
ENSG00000079805
ENSG00000107554
ENSG00000130816
ENSG00000119772
ENSG00000123992
ENSG00000112667
ENSG00000101457
ENSG00000067334
ENSG00000116641
ENSG00000129932
ENSG00000175283
ENSG00000204348
ENSG00000172269
ENSG00000133884
ENSG00000108963
ENSG00000132768
ENSG00000154813
ENSG00000117543
ENSG00000000419
ENSG00000136908
ENSG00000254986
ENSG00000176978
ENSG00000074603
ENSG00000173852
ENSG00000178904
ENSG00000156162
ENSG00000162961
ENSG00000117505
ENSG00000156171
ENSG00000175550
ENSG00000108591
ENSG00000113360
ENSG00000149636
ENSG00000125821
ENSG00000104047
ENSG00000168393
ENSG00000169718
ENSG00000141994
ENSG00000144048
ENSG00000081721
ENSG00000276023
ENSG00000111266
ENSG00000112679
ENSG00000108861
ENSG00000164086
ENSG00000128951
ENSG00000004975
ENSG00000161202
ENSG00000141627
ENSG00000197102
ENSG00000077380
ENSG00000144635
ENSG00000135720
ENSG00000264364
ENSG00000125971
ENSG00000146425
ENSG00000165169
ENSG00000157540
ENSG00000010219
ENSG00000205250
ENSG00000169016
ENSG00000167967
ENSG00000144597
ENSG00000129518
ENSG00000103356
ENSG00000147654
ENSG00000117395
ENSG00000122882
ENSG00000117298
ENSG00000104823
ENSG00000093144
ENSG00000127884
ENSG00000167969
ENSG00000198721
ENSG00000130159
ENSG00000179151
ENSG00000038358
ENSG00000116406
ENSG00000107223
ENSG00000102189
ENSG00000074266
ENSG00000114942
ENSG00000124802
ENSG00000254772
ENSG00000167658
ENSG00000103319
ENSG00000132394
ENSG00000122547
ENSG00000159658
ENSG00000165487
ENSG00000132294
ENSG00000108883
ENSG00000269858
ENSG00000115504
ENSG00000103966
ENSG00000181090
ENSG00000204371
ENSG00000149547
ENSG00000176396
ENSG00000173812
ENSG00000175376
ENSG00000114784
ENSG00000144895
ENSG00000086232
ENSG00000055332
ENSG00000172071
ENSG00000128829
ENSG00000111361
ENSG00000119718
ENSG00000070785
ENSG00000115211
ENSG00000145191
ENSG00000143486
ENSG00000134001
ENSG00000125977
ENSG00000130741
ENSG00000107581
ENSG00000106263
ENSG00000184110
ENSG00000100353
ENSG00000104408
ENSG00000175390
ENSG00000130811
ENSG00000147677
ENSG00000084623
ENSG00000104131
ENSG00000178982
ENSG00000100129
ENSG00000149100
ENSG00000161960
ENSG00000141543
ENSG00000063046
ENSG00000151247
ENSG00000135930
ENSG00000148730
ENSG00000184708
ENSG00000114867
ENSG00000110321
ENSG00000075151
ENSG00000106682
ENSG00000100664
ENSG00000132507
ENSG00000253626
ENSG00000158417
ENSG00000242372
ENSG00000006744
ENSG00000066044
ENSG00000109381
ENSG00000126767
ENSG00000158711
ENSG00000105656
ENSG00000118985
ENSG00000062598
ENSG00000115459
ENSG00000130165
ENSG00000066322
ENSG00000134759
ENSG00000134014
ENSG00000109911
ENSG00000170291
ENSG00000163832
ENSG00000127463
ENSG00000161671
ENSG00000104412
ENSG00000125037
ENSG00000128463
ENSG00000127774
ENSG00000134153
ENSG00000131148
ENSG00000100908
ENSG00000102119
ENSG00000126749
ENSG00000125746
ENSG00000167136
ENSG00000173818
ENSG00000167280
ENSG00000124074
ENSG00000074800
ENSG00000145293
ENSG00000165675
ENSG00000143420
ENSG00000197217
ENSG00000197586
ENSG00000198018
ENSG00000120533
ENSG00000100393
ENSG00000183495
ENSG00000120616
ENSG00000135999
ENSG00000152223
ENSG00000178567
ENSG00000063245
ENSG00000085832
ENSG00000132591
ENSG00000164307
ENSG00000082805
ENSG00000012061
ENSG00000104884
ENSG00000163161
ENSG00000175595
ENSG00000134899
ENSG00000225830
ENSG00000182150
ENSG00000049167
ENSG00000113719
ENSG00000087502
ENSG00000125991
ENSG00000100632
ENSG00000196678
ENSG00000117419
ENSG00000104714
ENSG00000068912
ENSG00000107566
ENSG00000147475
ENSG00000164010
ENSG00000023318
ENSG00000141446
ENSG00000139684
ENSG00000089048
ENSG00000173153
ENSG00000139641
ENSG00000117868
ENSG00000143971
ENSG00000120705
ENSG00000140374
ENSG00000105379
ENSG00000105755
ENSG00000139163
ENSG00000157557
ENSG00000117036
ENSG00000139083
ENSG00000067208
ENSG00000142459
ENSG00000182944
ENSG00000081177
ENSG00000187609
ENSG00000090989
ENSG00000112685
ENSG00000180104
ENSG00000131558
ENSG00000070367
ENSG00000138190
ENSG00000182473
ENSG00000116903
ENSG00000171311
ENSG00000171824
ENSG00000130713
ENSG00000107371
ENSG00000178896
ENSG00000077348
ENSG00000075914
ENSG00000120699
ENSG00000151348
ENSG00000012232
ENSG00000158161
ENSG00000188107
